Location	Day	TrainIn	TrainOut
Gvc	5	4620	4639
Gvc	5	1726	11737
Gvc	5	4622	4641
Gvc	5	1828	741
Gvc	5	1730	11741
Gvc	5	730	1843
Gvc	5	1832	745
Gvc	5	6832	7847
Gvc	5	1734	11745
Gvc	5	734	1847
Gvc	5	1836	749
Gvc	5	1738	11749
Gvc	5	1840	753
Gvc	5	4638	4657
Gvc	5	11744	1755
Gvc	5	4640	4659
Gvc	5	1844	757
Gvc	5	11748	1759
Gvc	5	7846	6859
Gvc	5	4644	4663
Gvc	5	6848	7863
Gvc	5	6361	6348
Gvc	5	4646	4665
Gvc	5	11752	1763
Gvc	5	1852	765
Gvc	5	6365	6352
Gvc	5	4650	4669
Gvc	5	1762	11773
Gvc	5	2173	2162
Gvc	5	2064	2077
Gvc	5	4660	4679
Gvc	5	7864	80264
Gvc	5	2066	2079
Gvc	5	5066	75066
Gvc	5	4662	4681
Gvc	5	770	1883
Gvc	5	4668	4687
Gvc	5	4670	4689
Gvc	5	774	1887
Gvc	5	778	1891
Hdr	5	3018	3037
Hdr	5	3058	3079
Hdr	5	3062	3083
Hfdo	5	73317	74319
Hfdo	5	74310	75721
Hfdo	5	73120	73131
Hfdo	5	71622	71633
Hfdo	5	73122	73133
Hfdo	5	74322	75733
Hfdo	5	73124	73135
Hfdo	5	73126	73137
Hfdo	5	73134	73145
Hfdo	5	73138	73149
Hfdo	5	73142	73153
Hfdo	5	74342	75753
Hfdo	5	74346	75757
Hfdo	5	73150	73161
Hfdo	5	75752	74363
Hfdo	5	71654	71665
Hfdo	5	73154	73165
Hfdo	5	75758	74369
Hfdo	5	74360	75771
Hfdo	5	73164	73175
Hfdo	5	74364	74377
Hfdo	5	73566	73579
Hfdo	5	73572	73583
Hfdo	5	73574	73585
Hn	5	4831	4828
Hn	5	4849	4846
Hn	5	4871	88421
Ht	5	80302	6912
Ht	5	9630	4434
Ht	5	9634	4438
Ht	5	9636	4440
Ht	5	9640	4444
Ht	5	9642	4446
Ht	5	9654	4458
Ht	5	9656	4460
Ht	5	6989	80301
Koln	5	104	104
Ledn	5	78917	8917
Ledn	5	8922	78931
Ledn	5	78946	78946
Lls	5	80008	14610
Lls	5	72433	2433
Lls	5	72471	2471
Lls	5	2462	72462
Lls	5	14693	80193
Lw	5	1811	1824
Lw	5	621	634
Lw	5	625	638
Lw	5	1835	1848
Lw	5	1855	1868
Lw	5	661	674
Lw	5	665	678
Lw	5	673	686
Mt	5	817	830
Mt	5	839	852
Mt	5	841	854
Mt	5	861	874
Mt	5	863	876
Mt	5	865	878
Mt	5	867	880
Mt	5	869	882
Mt	5	871	884
Nm	5	4467	4467
Nm	5	3063	3168
Nm	5	3087	23406
Rsd	5	2223	2223
Rsd	5	3615	3624
Rsd	5	2261	2261
Rsd	5	2254	2254
Rsd	5	3663	3672
Rsd	5	2258	2258
Rsd	5	2262	2262
Rsd	5	2266	2266
Rsd	5	80403	80349
Rtd	5	11409	2206
Rtd	5	11413	2821
Rtd	5	14015	4016
Rtd	5	14017	4018
Rtd	5	4019	4020
Rtd	5	2225	2225
Rtd	5	614	625
Rtd	5	516	527
Rtd	5	2216	2216
Rtd	5	2218	2218
Rtd	5	4027	4028
Rtd	5	622	633
Rtd	5	4029	4030
Rtd	5	2824	2835
Rtd	5	2222	2222
Rtd	5	4031	4032
Rtd	5	2224	2224
Rtd	5	4033	4034
Rtd	5	2828	2839
Rtd	5	2226	2226
Rtd	5	4035	4036
Rtd	5	2228	2228
Rtd	5	4037	4038
Rtd	5	634	645
Rtd	5	2251	2251
Rtd	5	4047	4048
Rtd	5	2842	2853
Rtd	5	4049	4050
Rtd	5	2257	2257
Rtd	5	2846	2857
Rtd	5	4053	4054
Rtd	5	2259	2259
Rtd	5	4055	4056
Rtd	5	2248	2248
Rtd	5	2263	2263
Rtd	5	2265	2265
Rtd	5	2267	2267
Rtd	5	4063	4064
Rtd	5	2269	2269
Rtd	5	2256	2256
Rtd	5	2860	2871
Rtd	5	2260	2260
Rtd	5	4069	4070
Rtd	5	2864	2875
Rtd	5	4071	4072
Rtd	5	2264	2264
Rtd	5	666	677
Rtd	5	4073	4074
Rtd	5	4077	4078
Rtd	5	4079	4080
Rtd	5	576	587
Rtd	5	4083	4084
Rtd	5	580	591
Rtd	5	4087	4088
Ut	5	7419	7419
Ut	5	4923	4926
Ut	5	5731	5732
Ut	5	6030	6130
Ut	5	4933	4936
Ut	5	7447	7447
Ut	5	4949	4952
Ut	5	4965	4968
Ut	5	7466	7466
Ut	5	7468	7468
Ut	5	1770	1770
Ut	5	1774	1774
Ut	5	3579	3580
Ut	5	681	681
Ut	5	1778	1778
Ut	5	583	583
Ut	5	3585	80485
Ut	5	889	889
Ut	5	5688	75688
Wgm	5	79327	79364
Zl	5	1816	1816
Zl	5	618	618
Zl	5	7920	7917
Zl	5	622	622
Zl	5	621	621
Zl	5	7924	7921
Zl	5	7926	7923
Zl	5	626	626
Zl	5	1823	1823
Zl	5	625	625
Zl	5	1828	1828
Zl	5	8528	8525
Zl	5	528	528
Zl	5	5625	5632
Zl	5	527	527
Zl	5	3622	3637
Zl	5	630	630
Zl	5	1827	1827
Zl	5	5627	5634
Zl	5	1832	1832
Zl	5	14629	14634
Zl	5	1831	1831
Zl	5	535	535
Zl	5	1835	1835
Zl	5	637	637
Zl	5	14637	14642
Zl	5	642	642
Zl	5	1844	1844
Zl	5	543	543
Zl	5	7946	7943
Zl	5	646	646
Zl	5	645	645
Zl	5	547	547
Zl	5	650	650
Zl	5	5649	5656
Zl	5	3646	3661
Zl	5	654	654
Zl	5	653	653
Zl	5	1856	1856
Zl	5	658	658
Zl	5	657	657
Zl	5	559	559
Zl	5	14659	14664
Zl	5	8164	8161
Zl	5	661	661
Zl	5	7964	7961
Zl	5	14661	14666
Zl	5	5661	5668
Zl	5	563	563
Zl	5	3658	3673
Zl	5	1863	1863
Zl	5	665	665
Zl	5	568	568
Zl	5	7970	7967
Zl	5	770	770
Zl	5	14667	14672
Zl	5	669	669
Zl	5	7972	7969
Zl	5	769	769
Zl	5	14669	14674
Zl	5	1871	1871
Zl	5	8176	8173
Zl	5	575	575
Zl	5	3670	3685
Zl	5	580	580
Zl	5	579	579
Zp	5	7615	7622
Zp	5	7625	7632
Zp	5	7631	7638
Zp	5	7651	7658
Zp	5	7655	7662
Zp	5	7661	7668
Zp	5	7665	7672
