"TrafficDate","Trainseries","TrainCharacteristic","Trainnumber","Location","Activity","PlannedTime","Realisation","Delay_min","DelayJump"
"2017-11-07","4900O","SPR",4921,"Almm","K_A",2017-11-07 07:24:12,2017-11-07 07:24:25,0,0
"2017-11-07","4900O","SPR",4921,"Almm","K_V",2017-11-07 07:25:00,2017-11-07 07:25:14,0,0
"2017-11-07","4900O","SPR",4921,"Almmo","D",2017-11-07 07:26:00,2017-11-07 07:26:19,0,0
"2017-11-07","4900O","SPR",4921,"Ampo","K_A",2017-11-07 07:28:12,2017-11-07 07:28:14,0,0
"2017-11-07","4900O","SPR",4921,"Ampo","K_V",2017-11-07 07:29:00,2017-11-07 07:29:08,0,0
"2017-11-07","4900O","SPR",4921,"Mbga","D",2017-11-07 07:33:00,2017-11-07 07:33:21,0,0
"2017-11-07","4900O","SPR",4921,"Kv","D",2017-11-07 07:35:00,2017-11-07 07:35:30,0,0
"2017-11-07","4900O","SPR",4921,"Ndb","A",2017-11-07 07:40:00,2017-11-07 07:39:42,0,0
"2017-11-07","4900O","SPR",4921,"Ndb","V",2017-11-07 07:41:00,2017-11-07 07:41:12,0,0
"2017-11-07","4900O","SPR",4921,"Bsmz","D",2017-11-07 07:43:00,2017-11-07 07:42:49,0,0
"2017-11-07","4900O","SPR",4921,"Craw","D",2017-11-07 07:43:00,2017-11-07 07:43:09,0,0
"2017-11-07","4900O","SPR",4921,"Crao","D",2017-11-07 07:44:00,2017-11-07 07:44:49,0,0
"2017-11-07","4900O","SPR",4921,"Hvsm","D",2017-11-07 07:45:00,2017-11-07 07:45:42,0,0
"2017-11-07","4900O","SPR",4921,"Hvs","A",2017-11-07 07:48:00,2017-11-07 07:47:21,0,0
"2017-11-07","4900O","SPR",4921,"Hvs","V",2017-11-07 07:49:00,2017-11-07 07:49:22,0,0
"2017-11-07","4900O","SPR",4921,"Hvsp","K_A",2017-11-07 07:51:12,2017-11-07 07:51:26,0,0
"2017-11-07","4900O","SPR",4921,"Hvsp","K_V",2017-11-07 07:52:00,2017-11-07 07:52:26,0,0
"2017-11-07","4900O","SPR",4921,"Bln","D",2017-11-07 07:58:00,2017-11-07 07:58:35,0,0
"2017-11-07","4900O","SPR",4921,"Blw","D",2017-11-07 07:59:00,2017-11-07 07:59:58,0,0
"2017-11-07","4900O","SPR",4923,"Alm","V",2017-11-07 07:52:00,2017-11-07 07:52:07,0,0
"2017-11-07","4900O","SPR",4923,"Almm","K_A",2017-11-07 07:54:12,2017-11-07 07:54:51,0,0
"2017-11-07","4900O","SPR",4923,"Almm","K_V",2017-11-07 07:55:00,2017-11-07 07:55:35,0,0
"2017-11-07","4900O","SPR",4923,"Almmo","D",2017-11-07 07:56:00,2017-11-07 07:56:41,0,0
"2017-11-07","4900O","SPR",4923,"Ampo","K_A",2017-11-07 07:58:12,2017-11-07 07:58:44,0,0
"2017-11-07","4900O","SPR",4923,"Ampo","K_V",2017-11-07 07:59:00,2017-11-07 07:59:25,0,0
"2017-11-07","5000E","SPR",5010,"Dtzo","D",2017-11-07 06:01:00,2017-11-07 06:00:17,0,0
"2017-11-07","5000E","SPR",5010,"Dtz","K_A",2017-11-07 06:01:18,2017-11-07 06:01:53,0,0
"2017-11-07","5000E","SPR",5010,"Dtz","K_V",2017-11-07 06:02:00,2017-11-07 06:02:21,0,0
"2017-11-07","5000E","SPR",5010,"Dt","K_A",2017-11-07 06:04:18,2017-11-07 06:04:29,0,0
"2017-11-07","5000E","SPR",5010,"Dt","K_V",2017-11-07 06:05:00,2017-11-07 06:05:21,0,0
"2017-11-07","5000E","SPR",5010,"Ngsfa","D",2017-11-07 06:07:00,2017-11-07 06:06:26,0,0
"2017-11-07","5000E","SPR",5010,"Dta","D",2017-11-07 06:08:00,2017-11-07 06:07:24,0,0
"2017-11-07","5000E","SPR",5010,"Rsw","K_A",2017-11-07 06:09:18,2017-11-07 06:09:11,0,0
"2017-11-07","5000E","SPR",5010,"Rsw","K_V",2017-11-07 06:10:00,2017-11-07 06:10:01,0,0
"2017-11-07","5000E","SPR",5010,"Gvmw","K_A",2017-11-07 06:12:18,2017-11-07 06:12:16,0,0
"2017-11-07","5000E","SPR",5010,"Gvmw","K_V",2017-11-07 06:13:00,2017-11-07 06:13:01,0,0
"2017-11-07","5000E","SPR",5010,"Gv","A",2017-11-07 06:16:00,2017-11-07 06:16:33,0,0
"2017-11-07","5000E","SPR",5010,"Gv","V",2017-11-07 06:19:00,2017-11-07 06:19:03,0,0
"2017-11-07","5000E","SPR",5010,"Gvc","A",2017-11-07 06:22:00,2017-11-07 06:23:45,1,1
"2017-11-07","5000E","SPR",5012,"Zwd","K_A",2017-11-07 05:59:18,2017-11-07 06:00:55,1,0
"2017-11-07","5000E","SPR",5012,"Zwd","K_V",2017-11-07 06:00:00,2017-11-07 06:01:29,1,0
"2017-11-07","5000E","SPR",5012,"Kfhaz","D",2017-11-07 06:01:00,2017-11-07 06:02:43,1,0
"2017-11-07","5000E","SPR",5012,"Brd","K_A",2017-11-07 06:05:18,2017-11-07 06:06:39,1,0
"2017-11-07","5000E","SPR",5012,"Brd","K_V",2017-11-07 06:06:00,2017-11-07 06:07:24,1,0
"2017-11-07","5000E","SPR",5012,"Rlb","K_A",2017-11-07 06:08:18,2017-11-07 06:10:09,1,0
"2017-11-07","5000E","SPR",5012,"Rlb","K_V",2017-11-07 06:09:00,2017-11-07 06:10:42,1,0
"2017-11-07","5000E","SPR",5012,"Rtst","D",2017-11-07 06:11:00,2017-11-07 06:12:15,1,0
"2017-11-07","5000E","SPR",5012,"Rtz","K_A",2017-11-07 06:12:18,2017-11-07 06:13:37,1,0
"2017-11-07","5000E","SPR",5012,"Rtz","K_V",2017-11-07 06:13:00,2017-11-07 06:14:11,1,0
"2017-11-07","5000E","SPR",5012,"Wiltz","D",2017-11-07 06:14:00,2017-11-07 06:15:12,1,0
"2017-11-07","5000E","SPR",5012,"Rtb","K_A",2017-11-07 06:15:18,2017-11-07 06:16:24,1,0
"2017-11-07","5000E","SPR",5012,"Rtb","K_V",2017-11-07 06:16:00,2017-11-07 06:17:08,1,0
"2017-11-07","5000E","SPR",5012,"Wiltn","D",2017-11-07 06:17:00,2017-11-07 06:18:15,1,0
"2017-11-07","5000E","SPR",5012,"Rtd","A",2017-11-07 06:19:00,2017-11-07 06:19:33,0,-1
"2017-11-07","5000E","SPR",5012,"Rtd","V",2017-11-07 06:21:00,2017-11-07 06:21:10,0,0
"2017-11-07","5000E","SPR",5012,"Dhsa","D",2017-11-07 06:23:00,2017-11-07 06:23:16,0,0
"2017-11-07","5000E","SPR",5012,"Dhs","D",2017-11-07 06:23:00,2017-11-07 06:23:30,0,0
"2017-11-07","5000E","SPR",5012,"Rmoa","D",2017-11-07 06:23:00,2017-11-07 06:23:35,0,0
"2017-11-07","5000E","SPR",5012,"Sdm","K_A",2017-11-07 06:24:18,2017-11-07 06:25:25,1,1
"2017-11-07","5000E","SPR",5012,"Sdm","K_V",2017-11-07 06:25:00,2017-11-07 06:26:07,1,0
"2017-11-07","5000E","SPR",5012,"Dtzo","D",2017-11-07 06:31:00,2017-11-07 06:30:20,0,-1
"2017-11-07","5000E","SPR",5012,"Dtz","K_A",2017-11-07 06:31:18,2017-11-07 06:31:50,0,0
"2017-11-07","5000E","SPR",5012,"Dtz","K_V",2017-11-07 06:32:00,2017-11-07 06:32:36,0,0
"2017-11-07","5000E","SPR",5012,"Dt","K_A",2017-11-07 06:34:18,2017-11-07 06:34:51,0,0
"2017-11-07","5000E","SPR",5012,"Dt","K_V",2017-11-07 06:35:00,2017-11-07 06:35:34,0,0
"2017-11-07","5000E","SPR",5012,"Ngsfa","D",2017-11-07 06:37:00,2017-11-07 06:36:42,0,0
"2017-11-07","5000E","SPR",5012,"Dta","D",2017-11-07 06:38:00,2017-11-07 06:37:43,0,0
"2017-11-07","5000E","SPR",5012,"Rsw","K_A",2017-11-07 06:39:18,2017-11-07 06:39:21,0,0
"2017-11-07","5000E","SPR",5012,"Rsw","K_V",2017-11-07 06:40:00,2017-11-07 06:40:09,0,0
"2017-11-07","5000E","SPR",5012,"Gvmw","K_A",2017-11-07 06:42:18,2017-11-07 06:42:29,0,0
"2017-11-07","5000E","SPR",5012,"Gvmw","K_V",2017-11-07 06:43:00,2017-11-07 06:43:10,0,0
"2017-11-07","5000E","SPR",5012,"Gv","A",2017-11-07 06:46:00,2017-11-07 06:45:47,0,0
"2017-11-07","5000E","SPR",5012,"Gv","V",2017-11-07 06:49:00,2017-11-07 06:49:10,0,0
"2017-11-07","5000E","SPR",5012,"Gvc","A",2017-11-07 06:52:00,2017-11-07 06:52:13,0,0
"2017-11-07","5000E","SPR",5014,"Ddr","V",2017-11-07 06:27:00,2017-11-07 06:27:16,0,0
"2017-11-07","5000E","SPR",5014,"Grbr","D",2017-11-07 06:28:00,2017-11-07 06:29:01,1,1
"2017-11-07","5000E","SPR",5014,"Zwd","K_A",2017-11-07 06:29:18,2017-11-07 06:30:06,0,-1
"2017-11-07","5000E","SPR",5014,"Zwd","K_V",2017-11-07 06:30:00,2017-11-07 06:30:44,0,0
"2017-11-07","5000E","SPR",5014,"Kfhaz","D",2017-11-07 06:31:00,2017-11-07 06:31:52,0,0
"2017-11-07","5000E","SPR",5014,"Brd","K_A",2017-11-07 06:35:18,2017-11-07 06:35:35,0,0
"2017-11-07","5000E","SPR",5014,"Brd","K_V",2017-11-07 06:36:00,2017-11-07 06:36:16,0,0
"2017-11-07","5000E","SPR",5014,"Rlb","K_A",2017-11-07 06:38:18,2017-11-07 06:38:54,0,0
"2017-11-07","5000E","SPR",5014,"Rlb","K_V",2017-11-07 06:39:00,2017-11-07 06:39:35,0,0
"2017-11-07","5000E","SPR",5014,"Rtst","D",2017-11-07 06:41:00,2017-11-07 06:41:04,0,0
"2017-11-07","5000E","SPR",5014,"Rtz","K_A",2017-11-07 06:42:18,2017-11-07 06:42:28,0,0
"2017-11-07","5000E","SPR",5014,"Rtz","K_V",2017-11-07 06:43:00,2017-11-07 06:43:12,0,0
"2017-11-07","5000E","SPR",5014,"Wiltz","D",2017-11-07 06:44:00,2017-11-07 06:44:08,0,0
"2017-11-07","5000E","SPR",5014,"Rtb","K_A",2017-11-07 06:45:18,2017-11-07 06:45:21,0,0
"2017-11-07","5000E","SPR",5014,"Rtb","K_V",2017-11-07 06:46:00,2017-11-07 06:46:04,0,0
"2017-11-07","5000E","SPR",5014,"Wiltn","D",2017-11-07 06:47:00,2017-11-07 06:47:12,0,0
"2017-11-07","5000E","SPR",5014,"Rtd","A",2017-11-07 06:49:00,2017-11-07 06:48:43,0,0
"2017-11-07","5000E","SPR",5014,"Rtd","V",2017-11-07 06:51:00,2017-11-07 06:51:54,0,0
"2017-11-07","5000E","SPR",5014,"Dhsa","D",2017-11-07 06:53:00,2017-11-07 06:54:08,1,1
"2017-11-07","5000E","SPR",5014,"Dhs","D",2017-11-07 06:53:00,2017-11-07 06:54:19,1,0
"2017-11-07","5000E","SPR",5014,"Rmoa","D",2017-11-07 06:53:00,2017-11-07 06:54:22,1,0
"2017-11-07","5000E","SPR",5014,"Sdm","K_A",2017-11-07 06:54:18,2017-11-07 06:56:16,1,0
"2017-11-07","5000E","SPR",5014,"Sdm","K_V",2017-11-07 06:55:00,2017-11-07 06:56:51,1,0
"2017-11-07","5000E","SPR",5014,"Dtzo","D",2017-11-07 07:01:00,2017-11-07 07:01:01,0,-1
"2017-11-07","5000E","SPR",5014,"Dtz","K_A",2017-11-07 07:01:18,2017-11-07 07:02:28,1,1
"2017-11-07","5000E","SPR",5014,"Dtz","K_V",2017-11-07 07:02:00,2017-11-07 07:03:06,1,0
"2017-11-07","5000E","SPR",5014,"Dt","K_A",2017-11-07 07:04:18,2017-11-07 07:05:18,1,0
"2017-11-07","5000E","SPR",5014,"Dt","K_V",2017-11-07 07:05:00,2017-11-07 07:05:59,0,-1
"2017-11-07","5000E","SPR",5014,"Ngsfa","D",2017-11-07 07:07:00,2017-11-07 07:07:04,0,0
"2017-11-07","5000E","SPR",5014,"Dta","D",2017-11-07 07:08:00,2017-11-07 07:08:04,0,0
"2017-11-07","5000E","SPR",5014,"Rsw","K_A",2017-11-07 07:09:18,2017-11-07 07:09:40,0,0
"2017-11-07","5000E","SPR",5014,"Rsw","K_V",2017-11-07 07:10:00,2017-11-07 07:10:05,0,0
"2017-11-07","5000E","SPR",5014,"Gvmw","K_A",2017-11-07 07:12:18,2017-11-07 07:12:21,0,0
"2017-11-07","5000E","SPR",5014,"Gvmw","K_V",2017-11-07 07:13:00,2017-11-07 07:13:05,0,0
"2017-11-07","5000E","SPR",5014,"Gv","A",2017-11-07 07:16:00,2017-11-07 07:15:41,0,0
"2017-11-07","5000E","SPR",5014,"Gv","V",2017-11-07 07:19:00,2017-11-07 07:18:54,0,0
"2017-11-07","5000E","SPR",5014,"Gvc","A",2017-11-07 07:22:00,2017-11-07 07:22:11,0,0
"2017-11-07","5000E","SPR",5016,"Ddr","V",2017-11-07 06:57:00,2017-11-07 06:58:29,1,1
"2017-11-07","5000E","SPR",5016,"Grbr","D",2017-11-07 06:58:00,2017-11-07 07:00:11,2,1
"2017-11-07","5000E","SPR",5016,"Zwd","K_A",2017-11-07 06:59:18,2017-11-07 07:01:28,2,0
"2017-11-07","5000E","SPR",5016,"Zwd","K_V",2017-11-07 07:00:00,2017-11-07 07:02:07,2,0
"2017-11-07","5000E","SPR",5016,"Kfhaz","D",2017-11-07 07:01:00,2017-11-07 07:03:17,2,0
"2017-11-07","5000E","SPR",5016,"Brd","K_A",2017-11-07 07:05:18,2017-11-07 07:07:23,2,0
"2017-11-07","5000E","SPR",5016,"Brd","K_V",2017-11-07 07:06:00,2017-11-07 07:08:04,2,0
"2017-11-07","5000E","SPR",5016,"Rlb","K_A",2017-11-07 07:08:18,2017-11-07 07:10:53,2,0
"2017-11-07","5000E","SPR",5016,"Rlb","K_V",2017-11-07 07:09:00,2017-11-07 07:11:29,2,0
"2017-11-07","5000E","SPR",5016,"Rtst","D",2017-11-07 07:11:00,2017-11-07 07:13:06,2,0
"2017-11-07","5000E","SPR",5016,"Rtz","K_A",2017-11-07 07:12:18,2017-11-07 07:14:43,2,0
"2017-11-07","5000E","SPR",5016,"Rtz","K_V",2017-11-07 07:13:00,2017-11-07 07:15:24,2,0
"2017-11-07","5000E","SPR",5016,"Wiltz","D",2017-11-07 07:14:00,2017-11-07 07:16:20,2,0
"2017-11-07","5000E","SPR",5016,"Rtb","K_A",2017-11-07 07:15:18,2017-11-07 07:17:37,2,0
"2017-11-07","5000E","SPR",5016,"Rtb","K_V",2017-11-07 07:16:00,2017-11-07 07:18:21,2,0
"2017-11-07","5000E","SPR",5016,"Wiltn","D",2017-11-07 07:17:00,2017-11-07 07:19:54,2,0
"2017-11-07","5000E","SPR",5016,"Rtd","A",2017-11-07 07:19:00,2017-11-07 07:21:18,2,0
"2017-11-07","5000E","SPR",5016,"Rtd","V",2017-11-07 07:21:00,2017-11-07 07:23:34,2,0
"2017-11-07","5000E","SPR",5016,"Dhsa","D",2017-11-07 07:23:00,2017-11-07 07:26:11,3,1
"2017-11-07","5000E","SPR",5016,"Dhs","D",2017-11-07 07:23:00,2017-11-07 07:26:29,3,0
"2017-11-07","5000E","SPR",5016,"Rmoa","D",2017-11-07 07:23:00,2017-11-07 07:26:35,3,0
"2017-11-07","5000E","SPR",5016,"Sdm","K_A",2017-11-07 07:24:18,2017-11-07 07:29:06,4,1
"2017-11-07","5000E","SPR",5016,"Sdm","K_V",2017-11-07 07:25:00,2017-11-07 07:29:45,4,0
"2017-11-07","5000E","SPR",5016,"Dtzo","D",2017-11-07 07:31:00,2017-11-07 07:34:03,3,-1
"2017-11-07","5000E","SPR",5016,"Dtz","K_A",2017-11-07 07:31:18,2017-11-07 07:35:31,4,1
"2017-11-07","5000E","SPR",5016,"Dtz","K_V",2017-11-07 07:32:00,2017-11-07 07:36:16,4,0
"2017-11-07","5000E","SPR",5016,"Dt","K_A",2017-11-07 07:34:18,2017-11-07 07:38:32,4,0
"2017-11-07","5000E","SPR",5016,"Dt","K_V",2017-11-07 07:35:00,2017-11-07 07:39:29,4,0
"2017-11-07","5000E","SPR",5016,"Ngsfa","D",2017-11-07 07:37:00,2017-11-07 07:40:33,3,-1
"2017-11-07","5000E","SPR",5016,"Dta","D",2017-11-07 07:38:00,2017-11-07 07:41:26,3,0
"2017-11-07","5000E","SPR",5016,"Rsw","K_A",2017-11-07 07:39:18,2017-11-07 07:43:07,3,0
"2017-11-07","5000E","SPR",5016,"Rsw","K_V",2017-11-07 07:40:00,2017-11-07 07:43:44,3,0
"2017-11-07","5000E","SPR",5016,"Gvmw","K_A",2017-11-07 07:42:18,2017-11-07 07:45:56,3,0
"2017-11-07","5000E","SPR",5016,"Gvmw","K_V",2017-11-07 07:43:00,2017-11-07 07:46:45,3,0
"2017-11-07","5000E","SPR",5016,"Gv","A",2017-11-07 07:46:00,2017-11-07 07:49:18,3,0
"2017-11-07","5000E","SPR",5016,"Gv","V",2017-11-07 07:49:00,2017-11-07 07:50:27,1,-2
"2017-11-07","5000E","SPR",5016,"Gvc","A",2017-11-07 07:52:00,2017-11-07 07:53:26,1,0
"2017-11-07","5000E","SPR",5018,"Ddr","V",2017-11-07 07:27:00,2017-11-07 07:27:36,0,0
"2017-11-07","5000E","SPR",5018,"Grbr","D",2017-11-07 07:28:00,2017-11-07 07:29:12,1,1
"2017-11-07","5000E","SPR",5018,"Zwd","K_A",2017-11-07 07:29:18,2017-11-07 07:30:22,1,0
"2017-11-07","5000E","SPR",5018,"Zwd","K_V",2017-11-07 07:30:00,2017-11-07 07:31:12,1,0
"2017-11-07","5000E","SPR",5018,"Kfhaz","D",2017-11-07 07:31:00,2017-11-07 07:32:21,1,0
"2017-11-07","5000E","SPR",5018,"Brd","K_A",2017-11-07 07:35:18,2017-11-07 07:36:05,0,-1
"2017-11-07","5000E","SPR",5018,"Brd","K_V",2017-11-07 07:36:00,2017-11-07 07:36:54,0,0
"2017-11-07","5000E","SPR",5018,"Rlb","K_A",2017-11-07 07:38:18,2017-11-07 07:39:31,1,1
"2017-11-07","5000E","SPR",5018,"Rlb","K_V",2017-11-07 07:39:00,2017-11-07 07:40:07,1,0
"2017-11-07","5000E","SPR",5018,"Rtst","D",2017-11-07 07:41:00,2017-11-07 07:42:41,1,0
"2017-11-07","5000E","SPR",5018,"Rtz","K_A",2017-11-07 07:42:18,2017-11-07 07:44:29,2,1
"2017-11-07","5000E","SPR",5018,"Rtz","K_V",2017-11-07 07:43:00,2017-11-07 07:45:05,2,0
"2017-11-07","5000E","SPR",5018,"Wiltz","D",2017-11-07 07:44:00,2017-11-07 07:46:01,2,0
"2017-11-07","5000E","SPR",5018,"Rtb","K_A",2017-11-07 07:45:18,2017-11-07 07:47:05,1,-1
"2017-11-07","5000E","SPR",5018,"Rtb","K_V",2017-11-07 07:46:00,2017-11-07 07:47:59,1,0
"2017-11-07","5000E","SPR",5018,"Wiltn","D",2017-11-07 07:47:00,2017-11-07 07:49:05,2,1
"2017-11-07","5000E","SPR",5018,"Rtd","A",2017-11-07 07:49:00,2017-11-07 07:50:31,1,-1
"2017-11-07","5000E","SPR",5018,"Rtd","V",2017-11-07 07:51:00,2017-11-07 07:51:37,0,-1
"2017-11-07","5000E","SPR",5018,"Dhsa","D",2017-11-07 07:53:00,2017-11-07 07:53:37,0,0
"2017-11-07","5000E","SPR",5018,"Dhs","D",2017-11-07 07:53:00,2017-11-07 07:53:49,0,0
"2017-11-07","5000E","SPR",5018,"Rmoa","D",2017-11-07 07:53:00,2017-11-07 07:53:53,0,0
"2017-11-07","5000E","SPR",5018,"Sdm","K_A",2017-11-07 07:54:18,2017-11-07 07:55:40,1,1
"2017-11-07","5000E","SPR",5018,"Sdm","K_V",2017-11-07 07:55:00,2017-11-07 07:56:31,1,0
"2017-11-07","5000E","SPR",5020,"Ddr","V",2017-11-07 07:57:00,2017-11-07 07:57:50,0,0
"2017-11-07","5000E","SPR",5020,"Grbr","D",2017-11-07 07:58:00,2017-11-07 07:59:51,1,1
"2017-11-07","5000O","SPR",5017,"Zwd","K_A",2017-11-07 05:59:18,2017-11-07 06:00:35,1,-1
"2017-11-07","5000O","SPR",5017,"Zwd","K_V",2017-11-07 06:00:00,2017-11-07 06:01:05,1,0
"2017-11-07","5000O","SPR",5017,"Grbr","D",2017-11-07 06:01:00,2017-11-07 06:02:19,1,0
"2017-11-07","5000O","SPR",5017,"Ddr","A",2017-11-07 06:04:00,2017-11-07 06:04:35,0,-1
"2017-11-07","5000O","SPR",5019,"Sdm","K_A",2017-11-07 06:03:18,2017-11-07 06:03:18,0,0
"2017-11-07","5000O","SPR",5019,"Sdm","K_V",2017-11-07 06:04:00,2017-11-07 06:04:20,0,0
"2017-11-07","5000O","SPR",5019,"Rmoa","D",2017-11-07 06:06:00,2017-11-07 06:05:55,0,0
"2017-11-07","5000O","SPR",5019,"Dhs","D",2017-11-07 06:06:00,2017-11-07 06:05:59,0,0
"2017-11-07","5000O","SPR",5019,"Dhsa","D",2017-11-07 06:06:00,2017-11-07 06:06:08,0,0
"2017-11-07","5000O","SPR",5019,"Rtd","A",2017-11-07 06:09:00,2017-11-07 06:08:31,0,0
"2017-11-07","5000O","SPR",5019,"Rtd","V",2017-11-07 06:11:00,2017-11-07 06:10:49,0,0
"2017-11-07","5000O","SPR",5019,"Wiltn","D",2017-11-07 06:12:00,2017-11-07 06:11:55,0,0
"2017-11-07","5000O","SPR",5019,"Rtb","K_A",2017-11-07 06:13:18,2017-11-07 06:13:10,0,0
"2017-11-07","5000O","SPR",5019,"Rtb","K_V",2017-11-07 06:14:00,2017-11-07 06:14:19,0,0
"2017-11-07","5000O","SPR",5019,"Wiltz","D",2017-11-07 06:15:00,2017-11-07 06:15:26,0,0
"2017-11-07","5000O","SPR",5019,"Rtz","K_A",2017-11-07 06:16:18,2017-11-07 06:16:40,0,0
"2017-11-07","5000O","SPR",5019,"Rtz","K_V",2017-11-07 06:17:00,2017-11-07 06:17:25,0,0
"2017-11-07","5000O","SPR",5019,"Rtst","D",2017-11-07 06:18:00,2017-11-07 06:19:14,1,1
"2017-11-07","5000O","SPR",5019,"Rlb","K_A",2017-11-07 06:19:18,2017-11-07 06:21:37,2,1
"2017-11-07","5000O","SPR",5019,"Rlb","K_V",2017-11-07 06:20:00,2017-11-07 06:22:06,2,0
"2017-11-07","5000O","SPR",5019,"Brd","K_A",2017-11-07 06:23:18,2017-11-07 06:24:44,1,-1
"2017-11-07","5000O","SPR",5019,"Brd","K_V",2017-11-07 06:24:00,2017-11-07 06:25:16,1,0
"2017-11-07","5000O","SPR",5019,"Kfhaz","D",2017-11-07 06:27:00,2017-11-07 06:28:57,1,0
"2017-11-07","5000O","SPR",5019,"Zwd","K_A",2017-11-07 06:29:18,2017-11-07 06:30:10,0,-1
"2017-11-07","5000O","SPR",5019,"Zwd","K_V",2017-11-07 06:30:00,2017-11-07 06:30:41,0,0
"2017-11-07","5000O","SPR",5019,"Grbr","D",2017-11-07 06:31:00,2017-11-07 06:32:00,1,1
"2017-11-07","5000O","SPR",5019,"Ddr","A",2017-11-07 06:34:00,2017-11-07 06:34:05,0,-1
"2017-11-07","5000O","SPR",5021,"Gvc","V",2017-11-07 06:07:00,2017-11-07 06:06:54,0,0
"2017-11-07","5000O","SPR",5021,"Gv","A",2017-11-07 06:10:00,2017-11-07 06:09:53,0,0
"2017-11-07","5000O","SPR",5021,"Gv","V",2017-11-07 06:14:00,2017-11-07 06:13:59,0,0
"2017-11-07","5000O","SPR",5021,"Gvmw","K_A",2017-11-07 06:16:18,2017-11-07 06:16:18,0,0
"2017-11-07","5000O","SPR",5021,"Gvmw","K_V",2017-11-07 06:17:00,2017-11-07 06:17:00,0,0
"2017-11-07","5000O","SPR",5021,"Rsw","K_A",2017-11-07 06:18:18,2017-11-07 06:19:19,1,1
"2017-11-07","5000O","SPR",5021,"Rsw","K_V",2017-11-07 06:19:00,2017-11-07 06:20:03,1,0
"2017-11-07","5000O","SPR",5021,"Dta","D",2017-11-07 06:20:00,2017-11-07 06:21:47,1,0
"2017-11-07","5000O","SPR",5021,"Ngsfa","D",2017-11-07 06:22:00,2017-11-07 06:22:48,0,-1
"2017-11-07","5000O","SPR",5021,"Dt","K_A",2017-11-07 06:23:18,2017-11-07 06:24:15,0,0
"2017-11-07","5000O","SPR",5021,"Dt","K_V",2017-11-07 06:24:00,2017-11-07 06:24:56,0,0
"2017-11-07","5000O","SPR",5021,"Dtz","K_A",2017-11-07 06:26:18,2017-11-07 06:27:04,0,0
"2017-11-07","5000O","SPR",5021,"Dtz","K_V",2017-11-07 06:27:00,2017-11-07 06:27:49,0,0
"2017-11-07","5000O","SPR",5021,"Dtzo","D",2017-11-07 06:28:00,2017-11-07 06:29:06,1,1
"2017-11-07","5000O","SPR",5021,"Sdm","K_A",2017-11-07 06:33:18,2017-11-07 06:33:45,0,-1
"2017-11-07","5000O","SPR",5021,"Sdm","K_V",2017-11-07 06:34:00,2017-11-07 06:34:42,0,0
"2017-11-07","5000O","SPR",5021,"Rmoa","D",2017-11-07 06:36:00,2017-11-07 06:36:05,0,0
"2017-11-07","5000O","SPR",5021,"Dhs","D",2017-11-07 06:36:00,2017-11-07 06:36:08,0,0
"2017-11-07","5000O","SPR",5021,"Dhsa","D",2017-11-07 06:36:00,2017-11-07 06:36:15,0,0
"2017-11-07","5000O","SPR",5021,"Rtd","A",2017-11-07 06:38:00,2017-11-07 06:38:54,0,0
"2017-11-07","5000O","SPR",5021,"Rtd","V",2017-11-07 06:41:00,2017-11-07 06:40:49,0,0
"2017-11-07","5000O","SPR",5021,"Wiltn","D",2017-11-07 06:42:00,2017-11-07 06:41:51,0,0
"2017-11-07","5000O","SPR",5021,"Rtb","K_A",2017-11-07 06:43:18,2017-11-07 06:43:04,0,0
"2017-11-07","5000O","SPR",5021,"Rtb","K_V",2017-11-07 06:44:00,2017-11-07 06:43:51,0,0
"2017-11-07","5000O","SPR",5021,"Wiltz","D",2017-11-07 06:45:00,2017-11-07 06:44:59,0,0
"2017-11-07","5000O","SPR",5021,"Rtz","K_A",2017-11-07 06:46:18,2017-11-07 06:46:30,0,0
"2017-11-07","5000O","SPR",5021,"Rtz","K_V",2017-11-07 06:47:00,2017-11-07 06:47:14,0,0
"2017-11-07","5000O","SPR",5021,"Rtst","D",2017-11-07 06:48:00,2017-11-07 06:48:27,0,0
"2017-11-07","5000O","SPR",5021,"Rlb","K_A",2017-11-07 06:49:18,2017-11-07 06:49:58,0,0
"2017-11-07","5000O","SPR",5021,"Rlb","K_V",2017-11-07 06:50:00,2017-11-07 06:50:29,0,0
"2017-11-07","5000O","SPR",5021,"Brd","K_A",2017-11-07 06:53:18,2017-11-07 06:53:02,0,0
"2017-11-07","5000O","SPR",5021,"Brd","K_V",2017-11-07 06:54:00,2017-11-07 06:53:49,0,0
"2017-11-07","5000O","SPR",5021,"Kfhaz","D",2017-11-07 06:57:00,2017-11-07 06:57:31,0,0
"2017-11-07","5000O","SPR",5021,"Zwd","K_A",2017-11-07 06:59:18,2017-11-07 06:59:06,0,0
"2017-11-07","5000O","SPR",5021,"Zwd","K_V",2017-11-07 07:00:00,2017-11-07 06:59:59,0,0
"2017-11-07","5000O","SPR",5021,"Grbr","D",2017-11-07 07:01:00,2017-11-07 07:01:19,0,0
"2017-11-07","5000O","SPR",5021,"Ddr","A",2017-11-07 07:04:00,2017-11-07 07:03:39,0,0
"2017-11-07","5000O","SPR",5023,"Gvc","V",2017-11-07 06:37:00,2017-11-07 06:36:56,0,0
"2017-11-07","5000O","SPR",5023,"Gv","A",2017-11-07 06:40:00,2017-11-07 06:39:53,0,0
